城市,区域,公司全名,公司简称,公司规模,融资阶段,职位名称,工资,工作经验,学历要求,职位福利,行业,发布时间
深圳,福田区,深圳美莱医疗美容医院,深圳美莱医疗美容医院,500-2000人,不需要融资,数据分析经理（运营经理）,5k-9k,1-3年,本科,行业前景，激情的团队,"医疗丨健康,其他",2019/8/14 14:44
深圳,龙华新区,深圳市卓旺科技有限公司,卓旺科技有限公司,50-150人,未融资,数据分析助理,4k-6k,不限,本科,无加班,电商,2019/8/12 15:08
深圳,龙岗区,华为终端（东莞）有限公司,华为消费者业务,2000人以上,不需要融资,数据分析,6k-10k,1-3年,本科,五险一金，双休，加班费，免费夜宵,通讯电子,2019/8/1 18:02
深圳,南山区,深圳市珍爱网信息技术有限公司,珍爱网,2000人以上,不需要融资,数据分析师（2020珍爱秋季校园招聘）,15k-25k,应届毕业生,本科,"工作环境佳,平台大,周末双休","社交,消费生活",2019/8/13 15:56
深圳,福田区,深圳市万事富科技有限公司,找靓机,500-2000人,B轮,数据分析师,11k-18k,3-5年,本科,扁平管理,"移动互联网,电商",2019/7/30 16:48
深圳,宝安区,深圳市自然醒商业连锁有限公司,ZINGHOME自然醒,500-2000人,B轮,数据分析师,5k-10k,1-3年,大专,"优美办公环,年终奖","电商,消费生活",2019/8/13 9:07
深圳,福田区,沃尔玛（中国）投资有限公司,Walmart China,2000人以上,上市公司,高级数据分析经理-沃尔玛电商,20k-30k,5-10年,硕士,发展前景 500强企业 企业文化,"电商,其他",2019/7/25 10:26
深圳,宝安区,北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,高级数据分析师（用户体验设计）,17k-34k,3-5年,本科,"年底双薪,绩效奖金,免费班车,上升空间",电商,2019/8/7 10:36
深圳,福田区,OPPO广东移动通信有限公司,OPPO,2000人以上,不需要融资,高级数据分析师 （用户画像）,15k-25k,3-5年,本科,五险一金；定期体检；专业培训；年终奖金,硬件,2019/7/17 18:51
深圳,南山区,腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,【国际业务部】高级数据分析工程师（深圳）,23k-46k,3-5年,本科,国际业务、大平台,社交,2019/8/8 16:43
深圳,福田区,维沃移动通信有限公司,vivo,2000人以上,未融资,电商数据分析师,25k-30k,不限,本科,入职补贴、住房补贴、交通补贴,硬件,2019/7/19 12:42
深圳,南山区,深圳深镜数据有限公司,Deep Lens Fund,少于15人,未融资,数据分析师,15k-30k,3-5年,本科,发展前景广阔，大数据，人工智能，股权激励,"金融,数据服务",2019/8/6 15:11
深圳,南山区,深圳市万顺赢投资咨询有限公司,万顺赢,150-500人,未融资,数据分析总监,45k-80k,5-10年,硕士,中国知名企业，福利好,"移动互联网,金融",2019/8/12 10:27
深圳,南山区,深圳市长亮科技股份有限公司,长亮科技,2000人以上,上市公司,银行数据分析岗位,10k-20k,不限,本科,五险一金，带薪年假，出差补贴,企业服务,2019/8/1 17:24
深圳,南山区,风变科技（深圳）有限公司,风变科技（深圳）有限公司,150-500人,A轮,实习岗-数据分析,4k-8k,不限,硕士,"技术氛围,技术前沿,数据意识,发展舞台","移动互联网,教育",2019/8/14 17:09
深圳,宝安区,深圳恒实网络科技有限公司,恒实网络,50-150人,未融资,大数据分析师,4k-7k,不限,大专,五险一金 周末双休 团建活动,移动互联网,2019/8/12 9:23
深圳,福田区,深圳大数易智慧科技有限公司,BDS大数易,少于15人,天使轮,数据分析师（实习生）,3k-5k,应届毕业生,本科,"转正机会,培训",人工智能,2019/7/25 16:18
深圳,南山区,深圳市超级猩猩健身管理有限公司,超级猩猩健身,150-500人,D轮及以上,商业数据分析师,15k-25k,3-5年,不限,"颜值高团队,扁平化管理,老板好,员工福利",移动互联网,2019/8/14 9:53
深圳,福田区,北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,数据分析实习生,2k-4k,应届毕业生,本科,上市公司、牛人多、氛围好、,"数据服务,企业服务",2019/8/14 16:40
深圳,宝安区,北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,高级数据分析师,18k-30k,5-10年,本科,五险一金周末双休晋升空间团队氛围,电商,2019/8/14 9:15
深圳,盐田区,深圳码隆科技有限公司,码隆科技,50-150人,B轮,数据分析实习生,4k-6k,应届毕业生,本科,"成长空间大,大牛云集,海景办公室,包午餐",移动互联网,2019/8/14 11:04
深圳,南山区,深圳市人人聚财金融信息服务有限公司,人人聚财,2000人以上,A轮,风险管理数据分析师,7k-12k,1-3年,本科,五险一金、带薪年假、定期体检,金融,2019/8/13 20:44
深圳,南山区,深圳市承儒科技有限公司,承儒科技,15-50人,未融资,数据分析助理,5k-8k,应届毕业生,硕士,"五险一金,专业培训,带薪年假","移动互联网,教育",2019/8/5 16:37
深圳,福田区,OPPO广东移动通信有限公司,OPPO,2000人以上,不需要融资,高级数据分析师 （用户洞察）,15k-25k,3-5年,本科,五险一金；定期体检；专业培训；年终奖金,硬件,2019/7/17 19:07
深圳,南山区,腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,PCG04-高级数据分析工程师（深圳）,18k-35k,3-5年,本科,平台大,社交,2019/8/12 17:28
深圳,福田区,深圳大数易智慧科技有限公司,BDS大数易,少于15人,天使轮,数据分析师,10k-16k,3-5年,本科,"发展空间大,加薪空间大,能力说话",人工智能,2019/7/25 16:18
深圳,宝安区,深圳市小亿网络有限公司,万师傅,150-500人,A轮,大数据开发 （数据分析方向）,12k-20k,不限,本科,"五险一金,带薪年假,员工旅游,地铁附近","电商,消费生活",2019/8/14 18:55
深圳,南山区,招联消费金融有限公司,招联金融,500-2000人,不需要融资,数据分析运营经理,15k-28k,3-5年,本科,"福利待遇好,奖金丰厚,千万级用户",金融,2019/8/14 8:43
深圳,福田区,九章天璇投资咨询（深圳）有限公司,九章天璇,少于15人,未融资,数据分析实习生,1k-2k,不限,本科,初创企业,"金融,数据服务",2019/8/8 13:34
深圳,宝安区,深圳恒实网络科技有限公司,恒实网络,50-150人,未融资,数据分析实习生,4k-7k,不限,大专,早九晚六 五险一金 周末双休,移动互联网,2019/8/12 9:23
深圳,福田区,鹏元征信有限公司,鹏元征信有限公司,150-500人,不需要融资,信贷数据分析师,7k-12k,1-3年,本科,生日会 体检 节日活动 政策福利房 旅行,"金融,数据服务",2019/8/14 20:24
深圳,南山区,传易互动游戏科技（北京）有限公司,传易,150-500人,不需要融资,BI数据分析(J10167),15k-25k,1-3年,本科,"五险一金,员工旅游,年终奖金,定期体检","移动互联网,社交",2019/8/14 15:50
深圳,福田区,上海海万信息科技股份有限公司,海万科技,500-2000人,不需要融资,bi数据分析师,10k-20k,3-5年,不限,项目好、平台大、五险一金、交通便利,"移动互联网,金融",2019/8/14 15:37
深圳,南山区,顺丰科技有限公司,顺丰科技有限公司,2000人以上,不需要融资,DSJ-高级大数据挖掘与分析工程师（数据分析）,30k-55k,5-10年,本科,弹性工作时间 发展空间大 午餐补贴,物流丨运输,2019/8/14 13:42
深圳,龙岗区,深圳市优阅达数据科技有限公司,优阅达,15-50人,不需要融资,中级数据分析师（Tableau方向）,10k-15k,3-5年,本科,发展前景良好,"企业服务,数据服务",2019/7/18 14:47
深圳,南山区,深圳虾皮信息科技有限公司,Shopee,2000人以上,上市公司,BI 数据分析师 - Data Analyst,8k-12k,不限,本科,"东南亚电商,牛人多,15天年假",电商,2019/8/14 9:43
深圳,福田区,深圳市客路网络科技有限公司,KLOOK 客路旅行,500-2000人,D轮及以上,风控数据分析师,12k-24k,1-3年,本科,环境好 双休,旅游,2019/8/13 0:45
深圳,南山区,深圳刷宝科技有限公司,深圳刷宝科技有限公司,150-500人,B轮,风控数据分析师,18k-30k,5-10年,本科,五险一金、激励机制、上升空间大,移动互联网,2019/8/14 9:10
深圳,福田区,OPPO广东移动通信有限公司,OPPO,2000人以上,不需要融资,高级数据分析师 (市场预测),15k-25k,3-5年,本科,五险一金；定期体检；专业培训；年终奖金,硬件,2019/7/17 19:10
深圳,南山区,腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,数据分析高级工程师,40k-70k,3-5年,本科,腾讯平台 福利待遇好 技术成长,社交,2019/7/26 15:10
深圳,福田区,鹏元征信有限公司,鹏元征信有限公司,150-500人,不需要融资,BI数据分析师,15k-20k,3-5年,本科,大数据 综合信用 风险控制,"金融,数据服务",2019/8/14 20:24
深圳,南山区,深圳市玄关健康医疗互联网有限公司,玄关健康,150-500人,不需要融资,BI数据分析师,15k-25k,3-5年,本科,团队氛围好 技术发挥空间大,"移动互联网,医疗丨健康",2019/7/15 17:08
深圳,南山区,深圳虾皮信息科技有限公司,Shopee,2000人以上,上市公司,BI 资深数据分析师,15k-25k,3-5年,本科,"新加坡公司,东南亚电商,牛人多",电商,2019/8/14 9:43
深圳,南山区,珠海踹桃科技有限公司,极简汇率 xCurrency,15-50人,不需要融资,bi数据分析师,15k-25k,3-5年,不限,充足成长空间和激励 团队氛围和产品好,"移动互联网,旅游",2019/7/29 16:23
深圳,福田区,上海海万信息科技股份有限公司,海万科技,500-2000人,不需要融资,Python 数据分析,13k-25k,3-5年,大专,"最先进的技,大项目,交通便利,环境好","移动互联网,金融",2019/8/14 9:45
深圳,南山区,深圳市木槿科技有限公司,木槿科技,150-500人,不需要融资,python数据分析,10k-18k,1-3年,本科,AI金融科技、发展前景大、股东方实力雄厚,数据服务,2019/8/14 17:20
深圳,南山区,深圳星桥数据技术有限公司,星桥数据,50-150人,A轮,风控数据分析师,8k-10k,3-5年,本科,股票期权 带薪年假 员工旅游 节日福利,数据服务,2019/8/13 11:09
深圳,南山区,深圳宝龙达信息技术股份有限公司,宝龙达集团,2000人以上,不需要融资,bi数据分析师,12k-23k,不限,大专,晋升空间大,硬件,2019/7/31 13:54
深圳,南山区,润联软件系统（深圳）有限公司,华润集团总部信息化团队,150-500人,不需要融资,人力资源数据分析产品经理,20k-25k,3-5年,本科,发展空间大,移动互联网,2019/8/14 14:23
深圳,罗湖区,德勤企业咨询（上海）有限公司,德勤,2000人以上,不需要融资,高级顾问 / 经理 （财务数据分析）,18k-36k,5-10年,本科,带薪年假，五险一金，绩效奖金，500强,金融,2019/8/9 19:26
深圳,南山区,深圳前海微众银行股份有限公司,微众银行,2000人以上,未融资,XLS-产品运营经理(产品运营、数据分析),20k-30k,3-5年,本科,五险一金 绩效奖金 带薪年假,金融,2019/8/14 10:58
深圳,宝安区,深圳瓦拉数字技术有限公司,瓦拉数字,50-150人,B轮,大数据分析工程师,15k-30k,1-3年,不限,大牛团队、海外旅游、花样奖金,"移动互联网,金融",2019/8/14 19:58
深圳,福田区,国海证券股份有限公司,国海证券,500-2000人,上市公司,大数据分析岗,20k-25k,3-5年,本科,"奖金丰厚,福利待遇好,试用期全薪",金融,2019/8/8 11:36
深圳,南山区,OPPO广东移动通信有限公司,OPPO,2000人以上,不需要融资,金融业务数据分析师,20k-40k,3-5年,本科,"大平台,给力薪酬,海景办公楼,高配健身房",硬件,2019/8/12 9:53
深圳,南山区,腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,数据分析平台开发工程师（Python）,20k-40k,3-5年,本科,"大数据,数据分析,BI,知识图谱",社交,2019/8/12 14:55
深圳,南山区,万翼科技有限公司,万科,2000人以上,上市公司,大数据分析工程师,25k-50k,5-10年,本科,"世界五百强,地产龙头企,挑战大",房产家居,2019/8/14 10:01
深圳,福田区,深圳市丰宜科技有限公司,顺丰-丰e足食,2000人以上,上市公司,用户数据分析专员,15k-25k,3-5年,本科,公司平台,"移动互联网,消费生活",2019/8/14 18:49
深圳,南山区,金蝶软件（中国）有限公司,金蝶,2000人以上,上市公司,大数据分析挖掘工程师（KDC）,14k-28k,3-5年,本科,大平台、导师制、工作环境佳、发展潜力大,企业服务,2019/8/14 17:48
深圳,南山区,北京嘀嘀无限科技发展有限公司,滴滴,2000人以上,不需要融资,惠运力运营专家（数据分析方向）-深圳(J190614002),8k-15k,3-5年,本科,大平台 快速成长,汽车丨出行,2019/7/23 10:20
深圳,南山区,深圳云天励飞技术有限公司,云天励飞,500-2000人,B轮,大数据分析与挖掘工程师,17k-28k,3-5年,本科,人工智能,人工智能,2019/7/29 9:13
深圳,南山区,OPPO广东移动通信有限公司,OPPO,2000人以上,不需要融资,海外数据分析经理,15k-30k,3-5年,本科,大平台 给力薪酬 组织氛围好,硬件,2019/8/12 9:43
深圳,南山区,腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,用户增长数据分析经理,30k-60k,5-10年,本科,大平台,社交,2019/7/26 17:29
深圳,南山区,腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,广告数据分析经理,20k-40k,3-5年,本科,大公司，福利好，岗位前景好,社交,2019/8/7 20:40
深圳,南山区,腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,腾讯音乐数据分析高级工程师,20k-40k,不限,本科,免费班车；员工食堂；健身房；鹅厂福利,社交,2019/8/14 21:33
深圳,南山区,腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,pcg01-qq后台高级数据分析工程师,30k-60k,3-5年,硕士,平台大,社交,2019/8/12 17:28
深圳,南山区,腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,PCG01-QQ后台高级数据分析工程师,20k-40k,3-5年,本科,大平台,社交,2019/8/12 17:28
深圳,南山区,腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,腾讯视频会员数据分析工程师（深圳）,20k-30k,3-5年,本科,免费早餐、免费班车、五险一金、大平台,社交,2019/8/12 18:47
深圳,南山区,OPPO广东移动通信有限公司,OPPO,2000人以上,不需要融资,风控数据分析师2845,20k-40k,3-5年,本科,"弹性工作,股票期权,奖金丰厚,福利待遇好",硬件,2019/8/12 16:21
深圳,南山区,腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,SA-腾讯社交广告数据分析工程师（微信广告 深圳）,18k-36k,1-3年,本科,鹅厂福利,社交,2019/8/8 16:43
深圳,南山区,腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,PCG10-信息流数据分析产品经理,15k-25k,3-5年,本科,腾讯 大平台 福利好 成长快,社交,2019/8/12 17:28
深圳,南山区,腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,信息流数据分析产品经理,15k-25k,3-5年,本科,"大平台,福利多",社交,2019/8/12 17:28
深圳,南山区,OPPO广东移动通信有限公司,OPPO,2000人以上,不需要融资,高级战略规划经理（数据分析领域）,20k-40k,5-10年,本科,大平台 给力薪酬 组织氛围好,硬件,2019/8/12 9:43
深圳,福田区,深圳市丰宜科技有限公司,顺丰-丰e足食,2000人以上,上市公司,大数据分析与挖掘工程师,18k-30k,3-5年,本科,"发展空间大,品牌影响","移动互联网,消费生活",2019/8/14 18:49
深圳,南山区,腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,PCG15-互动视频大数据分析高级工程师,18k-25k,1-3年,大专,福利好，大平台，待遇高,社交,2019/8/12 17:28
深圳,南山区,深圳市一面网络技术有限公司,一面数据,50-150人,A轮,数据分析师助理&nbsp;,5k-8k,不限,本科,大数据人工智能；名校系大牛；技术氛围浓,"移动互联网,数据服务",2019/8/14 19:07
深圳,南山区,深圳市和讯华谷信息技术有限公司,极光,500-2000人,上市公司,售前数据分析师,10k-20k,1-3年,本科,"大数据,D轮+,14薪+,弹性工作",企业服务,2019/8/14 10:04
深圳,南山区,深圳市和讯华谷信息技术有限公司,极光,500-2000人,上市公司,售前数据分析师,8k-12k,1-3年,本科,"D轮+,大数据平台,弹性工作,牛掰团队",企业服务,2019/8/14 10:04
深圳,南山区,深圳市一面网络技术有限公司,一面数据,50-150人,A轮,数据分析师,3k-6k,应届毕业生,本科,大数据人工智能；名校系大牛；技术氛围浓,"移动互联网,数据服务",2019/8/14 19:07
深圳,南山区,岩心科技（深圳）有限公司,AKULAKU,500-2000人,D轮及以上,高级经营数据分析师(J10412),25k-40k,3-5年,不限,发展空间大、跨国合作、五险一金,"移动互联网,金融",2019/8/8 15:14
深圳,南山区,岩心科技（深圳）有限公司,AKULAKU,500-2000人,D轮及以上,高级数据分析师——消费金融风控,15k-30k,3-5年,本科,"项目前景好,成长空间大,期权激励","移动互联网,金融",2019/8/12 16:19
深圳,宝安区,北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,广告数据分析师leader,35k-60k,5-10年,博士,500强，免费班车，五险一金，带薪年休假,电商,2019/8/7 10:36
深圳,宝安区,北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,广告数据分析师leader,25k-50k,5-10年,本科,500强，免费班车，五险一金，带薪年休假,电商,2019/8/7 10:36
深圳,南山区,岩心科技（深圳）有限公司,AKULAKU,500-2000人,D轮及以上,电商风控数据分析师(J10410),15k-25k,1-3年,本科,发展前景好、扁平管理、绩效奖金、带薪年假,"移动互联网,金融",2019/8/8 12:01
深圳,南山区,顺丰科技有限公司,顺丰科技有限公司,2000人以上,不需要融资,DSQ产品经理（数据分析）,15k-30k,3-5年,本科,晋升空间 发展平台,物流丨运输,2019/8/14 20:21
深圳,南山区,深圳市和讯华谷信息技术有限公司,极光,500-2000人,上市公司,增长经理/增长黑客（数据分析方向）,30k-50k,5-10年,本科,"大数据平台,纳斯达克,扁平化管理",企业服务,2019/8/14 10:04
深圳,南山区,顺丰科技有限公司,顺丰科技有限公司,2000人以上,不需要融资,ZHB-中高级产品经理（数据分析方向）,20k-30k,3-5年,本科,福利待遇高，发展前景好,物流丨运输,2019/8/14 20:21
深圳,南山区,顺丰科技有限公司,顺丰科技有限公司,2000人以上,不需要融资,SL产品运营经理（数据分析）,15k-30k,5-10年,本科,发展空间大,物流丨运输,2019/8/14 20:21
杭州,余杭区,杭州大搜车汽车服务有限公司,大搜车,2000人以上,D轮及以上,资深数据分析师03-06-153,15k-25k,3-5年,本科,"E轮融资,晋升空间大,扁平化管理",汽车丨出行,2019/8/9 10:24
杭州,余杭区,杭州遥望网络科技有限公司,遥望网络,150-500人,上市公司,数据分析师,8k-12k,1年以下,大专,扁平化管理、领导nice、晋升空间大,"移动互联网,游戏",2019/8/14 17:55
杭州,余杭区,广州同盾信研科技有限公司,同盾信研,15-50人,不需要融资,数据分析,15k-25k,5-10年,本科,发展空间大，领导nice,"数据服务,人工智能",2019/8/14 14:08
杭州,拱墅区,浙江执御信息技术有限公司,浙江执御信息技术有限公司,2000人以上,C轮,数据分析师,20k-40k,3-5年,本科,发展前景,"移动互联网,数据服务",2019/8/14 19:52
杭州,江干区,厦门南讯软件科技有限公司,Nascent,150-500人,未融资,数据分析师,10k-20k,1-3年,本科,发展前景，公司文化， 团队氛围，薪资福利,电商,2019/8/14 17:11
杭州,西湖区,杭州有赞科技有限公司,有赞,2000人以上,上市公司,数据分析专家,8k-11k,1-3年,不限,团队nice 发展空间大,电商,2019/8/14 19:05
杭州,滨江区,网易（杭州）网络有限公司,网易,2000人以上,上市公司,高级/资深数据分析师,20k-35k,3-5年,不限,大平台、数据体量大、绩效奖金,电商,2019/8/13 11:05
杭州,滨江区,浙江霖梓控股有限公司,霖梓控股,150-500人,B轮,数据分析,9k-18k,1-3年,本科,"双休,节假日福利,弹性工作,五险一金","移动互联网,金融",2019/8/13 10:18
杭州,西湖区,杭州信牛网络科技有限公司,信用管家,150-500人,不需要融资,数据分析,12k-17k,3-5年,本科,"餐补,双休,五险一金","移动互联网,金融",2019/8/14 17:51
杭州,余杭区,杭州弧途科技有限公司,青团社,150-500人,B轮,数据分析师,12k-20k,1-3年,本科,扁平管理 五险一金,"移动互联网,企业服务",2019/8/14 18:12
杭州,西湖区,杭州火烧云科技有限公司,婚礼纪,500-2000人,D轮及以上,数据分析师,10k-20k,1-3年,本科,福利佳、发展空间大,消费生活,2019/8/14 10:39
杭州,余杭区,浙江百应科技有限公司,百应科技,150-500人,A轮,数据分析师,8k-15k,3-5年,本科,"扁平管理,氛围超好",企业服务,2019/8/13 11:33
杭州,西湖区,杭州嘉云数据科技有限公司,Club Factory,150-500人,C轮,数据分析师（BI）,8k-15k,1-3年,本科,"精英团队,发展空间,海量数据","电商,移动互联网",2019/8/12 15:23
杭州,西湖区,杭州网营科技股份有限公司,网营科技,150-500人,不需要融资,数据分析师,8k-10k,1-3年,本科,"周末双休,五险一金,活动丰富,氛围超嗨",电商,2019/8/14 17:22
杭州,西湖区,爱财科技有限公司,爱财集团,500-2000人,C轮,大数据分析师,15k-30k,3-5年,不限,周末双休 五险一金 大平台 餐补,金融,2019/8/12 14:25
杭州,滨江区,浙江霖梓控股有限公司,霖梓控股,150-500人,B轮,数据分析师,15k-25k,3-5年,本科,入职交五险一金。晋升空间大,"移动互联网,金融",2019/8/14 9:21
杭州,拱墅区,杭州祖瑜数据科技有限公司,杭州祖瑜数据科技有限公司,50-150人,不需要融资,数据分析师,9k-15k,3-5年,本科,五险一金、扁平管理、氛围活跃,"移动互联网,数据服务",2019/8/14 18:03
杭州,拱墅区,浙江汇信科技有限公司,汇信科技,150-500人,未融资,数据分析师,15k-20k,3-5年,本科,自主的工作，一流的福利,"移动互联网,电商",2019/8/14 10:29
杭州,余杭区,杭州同花顺数据开发有限公司,同花顺,2000人以上,上市公司,数据分析师/数据挖掘,20k-40k,不限,本科,海量数据、用户画像、业务数据驱动,"金融,电商",2019/8/14 16:56
杭州,江干区,深圳盈富斯科技有限公司,盈富斯,150-500人,C轮,数据分析（BI方向）,8k-10k,1-3年,本科,妹子多 C轮融资 海归大神 下午茶,电商,2019/8/12 22:42
杭州,西湖区,杭州红花朵朵网络技术有限公司,红花朵朵,50-150人,A轮,数据分析,12k-20k,3-5年,本科,快速成长，行业独角兽,"移动互联网,教育",2019/8/14 15:37
杭州,下沙,杭州嘿豆科技有限公司,嘿豆商城,150-500人,未融资,数据分析师,10k-15k,3-5年,本科,五险一金，餐补,"移动互联网,电商",2019/8/14 14:43
杭州,江干区,台州银行股份有限公司,台州银行,2000人以上,不需要融资,数据分析师（杭州）,18k-25k,3-5年,本科,"福利待遇好,工作氛围好,晋升空间大",金融,2019/8/9 8:35
杭州,西湖区,杭州火烧云科技有限公司,婚礼纪,500-2000人,D轮及以上,数据分析师,8k-14k,1-3年,本科,"大平台,学习空间大,年终奖",消费生活,2019/8/5 15:51
杭州,萧山区,格上出行服务有限公司,格上出行,500-2000人,不需要融资,数据分析师,8k-10k,1-3年,本科,周末双休 五险一金 加班补助 员工旅游,"移动互联网,企业服务",2019/8/14 16:26
杭州,萧山区,北京京东世纪贸易有限公司,京东物流,2000人以上,上市公司,数据分析,10k-20k,1-3年,本科,领导nice 大厂,物流丨运输,2019/7/30 23:22
杭州,余杭区,杭州观数信息科技有限公司,观远数据,50-150人,B轮,数据分析师,12k-24k,3-5年,本科,"成长空间,牛人团队,独挡一面,期权激励","企业服务,数据服务",2019/8/13 14:30
杭州,滨江区,杭州光云科技股份有限公司,光云科技,500-2000人,不需要融资,数据分析师,15k-25k,3-5年,本科,"弹性时间,六险一金,股票期权,年度旅游","电商,数据服务",2019/8/5 16:14
杭州,西湖区,云南昌宁号茶资源开发有限公司,昌宁号,50-150人,未融资,数据分析师,6k-10k,不限,本科,"高速发展,top卖家，双休，五险一金",其他,2019/8/13 16:41
杭州,余杭区,杭州弧途科技有限公司,青团社,150-500人,B轮,资深数据分析,20k-35k,3-5年,本科,扁平管理 五险一金,"移动互联网,企业服务",2019/8/14 18:12
杭州,滨江区,浙江霖梓控股有限公司,霖梓控股,150-500人,B轮,数据分析师,10k-15k,3-5年,本科,"福利多多,弹性工作,晋升发展,五险一金","移动互联网,金融",2019/8/14 14:28
杭州,西湖区,浙江一片林网络科技有限公司,一片林网络,50-150人,未融资,数据分析师,6k-10k,不限,本科,"五险一金,双休,团队年轻,发展快","移动互联网,电商",2019/8/13 16:32
杭州,余杭区,杭州大搜车汽车服务有限公司,大搜车,2000人以上,D轮及以上,数据分析师（BI方向）10-01-21,13k-25k,3-5年,不限,五险一金入职即缴、；午餐补贴,汽车丨出行,2019/8/6 9:19
杭州,西湖区,江南布衣服饰有限公司,江南布衣,2000人以上,上市公司,数据分析专员,6k-9k,3-5年,大专,上市公司,"电商,消费生活",2019/8/13 8:58
杭州,余杭区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,数据分析师-企业SaaS应用,20k-40k,3-5年,本科,六险一金，弹性工作，免费三餐，租房补贴,文娱丨内容,2019/8/13 8:30
杭州,西湖区,杭州微易信息科技有限公司,保险师 · 微易信息科技,150-500人,B轮,数据分析师,8k-15k,1-3年,本科,"提升空间大,六险一金,周末双休,弹性时间","移动互联网,金融",2019/8/12 17:51
杭州,滨江区,湖北牛富软件有限公司,牛富软件,150-500人,不需要融资,数据分析师（业务）,10k-15k,3-5年,本科,五险一金 周末双休,"金融,软件开发",2019/8/1 10:31
杭州,西湖区,杭州嘉云数据科技有限公司,Club Factory,150-500人,C轮,数据分析专家,25k-35k,5-10年,本科,"发展空间,导师型老板","电商,移动互联网",2019/8/12 15:23
杭州,滨江区,杭州睿琪软件有限公司,睿琪软件,150-500人,不需要融资,数据分析师,10k-15k,1-3年,本科,五险一金,数据服务,2019/8/9 13:46
杭州,西湖区,南京华苏科技有限公司,华苏科技,2000人以上,上市公司,数据分析,6k-8k,1-3年,大专,双休，不加班,"移动互联网,企业服务",2019/8/5 9:45
杭州,余杭区,同盾科技有限公司,同盾科技,500-2000人,C轮,数据分析师-杭州-00400,10k-20k,3-5年,本科,大数据、人工智能、机器学习,"信息安全,数据服务",2019/8/14 17:11
杭州,西湖区,支付宝（杭州）信息技术有限公司,蚂蚁金服集团,2000人以上,B轮,数据分析专家,35k-50k,5-10年,本科,蚂蚁金服,"金融,移动互联网",2019/8/14 13:58
杭州,滨江区,浙江古茗科技有限公司,古茗茶饮,150-500人,未融资,数据分析师,8k-12k,1-3年,本科,全勤奖 节假日福利 带薪年假,消费生活,2019/8/6 21:22
杭州,滨江区,杭州安恒信息技术股份有限公司,安恒信息,500-2000人,D轮及以上,数据分析工程师,13k-20k,1-3年,本科,五险一金 带薪年假 国内外旅游,"信息安全,数据服务",2019/8/14 14:17
杭州,西湖区,浙江每日互动网络科技股份有限公司,个推,500-2000人,上市公司,数据分析师（咨询部）,10k-15k,不限,不限,16-18薪，生日Par，餐补,移动互联网,2019/7/25 11:01
杭州,滨江区,浙江霖梓控股有限公司,霖梓控股,150-500人,B轮,资深数据分析师,15k-30k,5-10年,本科,"福利多多,职位晋升,五险一金,周末双休","移动互联网,金融",2019/8/14 14:28
杭州,滨江区,北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,数据分析经理,15k-25k,不限,本科,六险一金，餐补，租房补贴，带薪休假,文娱丨内容,2019/8/13 8:27
杭州,萧山区,云集共享科技有限公司,云集,500-2000人,上市公司,数据分析师G00130,7k-14k,3-5年,本科,股票期权、奖金丰厚、工作氛围好,"电商,移动互联网",2019/8/6 9:07
杭州,滨江区,网易（杭州）网络有限公司,网易,2000人以上,上市公司,资深数据分析师,20k-40k,3-5年,本科,"培训发展,团队氛围,薪酬福利",电商,2019/8/14 11:41
杭州,西湖区,政采云有限公司,政采云,150-500人,不需要融资,资深数据分析师 (MJ000088),15k-25k,3-5年,本科,福利待遇佳，职位前景好,电子商务,2019/8/9 11:19
杭州,滨江区,国铁吉讯科技有限公司,国铁吉讯科技有限公司,150-500人,不需要融资,数据分析师,15k-25k,3-5年,本科,"五险一金,绩效奖金,带薪年假,岗位晋升",移动互联网,2019/7/16 14:07
杭州,余杭区,同盾科技有限公司,同盾科技,500-2000人,C轮,资深数据分析顾问-01508,10k-20k,3-5年,本科,五险一金、绩效奖金、带薪年假、行业前沿,"信息安全,数据服务",2019/8/14 17:11
杭州,下城区,上海婚家婴会展服务有限公司成都分公司,中国婚博会,500-2000人,不需要融资,资深数据分析师,20k-35k,3-5年,本科,"周末双休,五险一金,弹性工作",其他,2019/8/14 16:27
